,rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,system_no_of_planets,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,period,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
10641,13980,Kepler-1666 b,Kepler-1666,b,,,TIC 273685548,Gaia DR2 2079523903745213056,0,1,2,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,25.84781795,,,,,,,,,,,,,,,,,,2454970.169,BJD,0,,0.0588,6.382,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6293.0,1.15,1.23,,,0.268,4.41,,1.1526,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m48.39s,297.9516071,+46d15m52.93s,46.2647024,9.74522,80.30239,64.93574,319.89917,2.5677391,0.818624,-2.43375,1379.37,0.697148,15.808,15.104,13.96,13.682,13.629,,,,,,13.565,13.669,12.515,9.062,15.0151,,14.5845,15.083,08/09/2020,2016-07,28/07/2016,0,0,0,0,0,0
10649,13988,Kepler-1666 c,Kepler-1666,c,,,TIC 273685548,Gaia DR2 2079523903745213056,0,1,2,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,40.71583266,,,,,,,,,,,,,,,,,,2454979.356,BJD,0,,0.0795,7.1185,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6293.0,1.15,1.23,,,0.268,4.41,,1.1526,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m48.39s,297.9516071,+46d15m52.93s,46.2647024,9.74522,80.30239,64.93574,319.89917,2.5677391,0.818624,-2.43375,1379.37,0.697148,15.808,15.104,13.96,13.682,13.629,,,,,,13.565,13.669,12.515,9.062,15.0151,,14.5845,15.083,08/09/2020,2016-07,28/07/2016,0,0,0,0,0,0
10657,13996,Kepler-1667 b,Kepler-1667,b,,,TIC 48353636,Gaia DR2 2131690988831633792,1,1,1,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,83.5781,,2.984,0.266,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5941.54,1.09,1.09,-0.26,[M/H],0.123,4.4,,1.1948,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m07.91s,283.5329505,+48d05m39.70s,48.0943604,19.41312,77.84988,70.24277,297.53931,22.0936552,2.01256,22.0018,626.819,1.56654,14.095,13.52,12.429,12.147,12.119,,,,,,12.088,12.107,11.895,9.48,13.4461,,13.0366,13.498,08/09/2020,2021-07,03/09/2020,0,0,0,0,0,0
10665,14004,Kepler-1668 b,Kepler-1668,b,,,TIC 273132513,Gaia DR2 2080249100380387712,0,1,1,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,15.4339775,0.124,4.47,,,,,,,,,,,,0.0,63.79,721.0,88.24,2455196.296,BJD,0,0.7137,0.19214,4.2602,21.07,0.043,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5900.0,0.95,1.06,0.07,[Fe/H],,4.51,,0.7426,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m24.55s,297.3523076,+46d05m45.35s,46.0959309,10.02549,79.94767,64.96478,318.8434,3.5672173,-1.86245,-3.04242,1335.64,0.721399,15.182,15.792,14.492,14.101,14.013,,,,,,,,,,15.6767,,15.1575,15.703,21/11/2014,18/12/2014,21/11/2014,0,0,0,0,0,0
10673,14012,Kepler-1669 b,Kepler-1669,b,,,TIC 169457234,Gaia DR2 2073652546016392448,0,1,2,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,9.51221128,0.0729,2.4,,,,,,,,,,,,0.0,14.29,496.0,88.81,2455018.479,BJD,0,0.5013,0.17719,2.8988,22.83,0.03933,,,,,,,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,4056.0,0.56,0.57,-0.23,[Fe/H],,4.7,,2.4893,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,6.90783,74.4723,59.1973,313.68293,5.4917453,1.48364,5.28754,543.444,1.81232,17.908,16.473,14.045,13.321,13.2,,,,,,13.107,13.183,12.284,9.045,15.9088,,15.1228,15.937,25/08/2015,24/09/2015,25/08/2015,0,0,0,0,0,0
10681,14020,Kepler-1669 c,Kepler-1669,c,,,TIC 169457234,Gaia DR2 2073652546016392448,0,1,2,0,0,Transit,2021,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2022-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,1.60932194,,,,,,,,,,,,,,,,,,2455011.942,BJD,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4303.0,0.71,0.67,,,-0.803,4.56,,2.5935,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,6.90783,74.4723,59.1973,313.68293,5.4917453,1.48364,5.28754,543.444,1.81232,17.908,16.473,14.045,13.321,13.2,,,,,,13.107,13.183,12.284,9.045,15.9088,,15.1228,15.937,25/09/2018,16/08/2018,25/09/2018,0,0,0,0,0,0
10688,14027,Kepler-167 b,Kepler-167,b,,,TIC 137686948,Gaia DR2 2051933102555095936,0,2,4,0,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,4.39316278,,,,,,,,,,,,,,,,,,2455831.782,BJD,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4826.67,0.76,0.78,0.081,[M/H],-0.552,4.57,,2.5382,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,9.44486,71.35329,58.99247,305.90904,39.3944815,15.0813,36.3934,341.908,2.89593,15.108,14.284,12.446,11.974,11.832,,,,,,11.766,11.841,11.631,9.262,14.0004,,13.3685,14.023,16/04/2019,2019-03,18/04/2019,2,0,0,0,0,0
10701,14040,Kepler-167 c,Kepler-167,c,,,TIC 137686948,Gaia DR2 2051933102555095936,0,2,4,0,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,7.406114,0.0684,1.548,0.138,,,,,,,,,,,0.0,57.7,768.0,89.3,2455552.158,BJD-UTC,0,0.25,,2.746,20.3,0.01952,,,,,,,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,K4,4890.0,0.73,0.77,-0.03,[Fe/H],-0.57,4.61,3.3,2.88,2.0,,-29.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,9.44486,71.35329,58.99247,305.90904,39.3944815,15.0813,36.3934,341.908,2.89593,15.108,14.284,12.446,11.974,11.832,,,,,,11.766,11.841,11.631,9.262,14.0004,,13.3685,14.023,09/03/2016,2016-04,10/03/2016,2,0,0,0,0,0
10714,14053,Kepler-167 d,Kepler-167,d,,,TIC 137686948,Gaia DR2 2051933102555095936,1,2,4,0,0,Transit,2016,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,2016-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=CHACHAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926...62C/abstract target=ref>Chachan et al. 2022</a>,21.80379,0.1404,1.238,0.11,,,,,,,,,,,0.0,,538.0,89.26,2455669.789,BJD-TDB,0,0.52,0.0229,,,,,,,,,,<a refstr=CHACHAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926...62C/abstract target=ref>Chachan et al. 2022</a>,,4884.0,0.75,0.78,0.02,[Fe/H],-0.539,4.58,7.1,2.6,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,9.44486,71.35329,58.99247,305.90904,39.3944815,15.0813,36.3934,341.908,2.89593,15.108,14.284,12.446,11.974,11.832,,,,,,11.766,11.841,11.631,9.262,14.0004,,13.3685,14.023,18/07/2022,2022-02,18/07/2022,2,0,0,0,0,0
10726,14065,Kepler-167 e,Kepler-167,e,,,TIC 137686948,Gaia DR2 2051933102555095936,0,2,4,0,0,Transit,2016,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,2016-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1071.232624,1.86,9.27,,,,,,,,,,,,0.0,0.07,129.0,89.98,2455253.287,BJD,0,0.216,1.90456,16.1784,557.3,0.1227,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4799.0,0.69,0.78,-0.02,[Fe/H],,4.63,,2.8528,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,9.44486,71.35329,58.99247,305.90904,39.3944815,15.0813,36.3934,341.908,2.89593,15.108,14.284,12.446,11.974,11.832,,,,,,11.766,11.841,11.631,9.262,14.0004,,13.3685,14.023,08/05/2017,31/08/2017 00:00,08/05/2017,2,0,0,0,0,0
10735,14074,Kepler-1670 b,Kepler-1670,b,,,TIC 159375845,Gaia DR2 2102045097334800256,0,1,1,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,20.49941,0.152,2.8,,,,,,,,,,,,0.0,,717.0,86.52,2454964.832,BJD,0,0.887,0.0521,5.6528,14.2,0.02447,,,,,,,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6243.0,1.03,1.12,,,,4.46,0.3,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m18.35s,290.3264599,+43d07m18.32s,43.121755,13.13633,74.93061,64.0799,305.45336,13.7171731,-5.46251,-12.5826,2065.98,0.454875,15.441,15.743,14.365,13.946,14.019,,,,,,13.837,13.856,12.469,8.964,15.42,,14.9688,15.442,28/10/2013,08/01/2014,28/10/2013,0,0,0,0,0,0
10743,14082,Kepler-1671 b,Kepler-1671,b,,,TIC 137337090,Gaia DR2 2052984785425250176,1,1,1,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,4.16787,,1.326,0.118,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5135.55,0.93,0.87,0.25,[M/H],-0.266,4.44,,1.519,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m59.62s,291.7484295,+39d26m48.41s,39.4467817,10.57479,72.02506,60.25447,305.21898,24.8558746,13.5293,-20.8512,357.059,2.77183,14.121,13.439,11.964,11.586,11.512,,,,,,11.447,11.531,11.538,9.245,13.2783,,12.7336,13.293,08/09/2020,2021-07,03/09/2020,0,0,0,0,0,0
10751,14090,Kepler-1672 b,Kepler-1672,b,,,TIC 170236331,Gaia DR2 2073677040206349696,0,1,1,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,150.8779906,0.5431,3.16,,,,,,,,,,,,0.0,6.75,411.0,89.95,2455039.693,BJD,0,0.1303,0.06509,8.6405,135.42,0.0235,,,,,,,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6192.0,1.23,0.94,-0.46,[Fe/H],,4.23,,2.0638,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m45.62s,297.9400971,+40d16m42.80s,40.2785566,6.78475,75.04428,59.45738,314.70157,20.4603022,-11.7394,-16.7574,391.181,2.52796,13.148,12.548,11.387,11.103,11.096,,,,,,11.015,11.049,12.569,9.492,12.3961,,11.9857,12.443,25/08/2015,24/09/2015,25/08/2015,0,0,0,0,0,0
10759,14098,Kepler-1673 b,Kepler-1673,b,,,TIC 377782148,Gaia DR2 2131922985785232640,1,1,1,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,33.7888,,2.936,0.262,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6014.95,1.13,1.11,0.228,[M/H],0.179,4.38,,1.0798,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m40.12s,285.6671724,+48d43m10.51s,48.7195865,18.29475,78.98169,70.41743,302.11155,3.909737,1.94212,3.39326,727.187,1.34629,14.595,13.783,12.593,12.369,12.315,,,,,,12.273,12.323,12.537,9.549,13.5988,,13.183,13.631,08/09/2020,2021-07,03/09/2020,0,0,0,0,0,0
10767,14106,Kepler-1674 b,Kepler-1674,b,,,TIC 271256817,Gaia DR2 2079934640055270144,0,1,1,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,62.5613879,,,,,,,,,,,,,,,,,,2455011.408,BJD,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5473.91,0.88,0.96,0.056,[M/H],-0.206,4.53,,2.0046,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m15.85s,294.8160447,+45d18m21.90s,45.3060844,11.21376,78.38828,64.97795,314.25856,6.8257062,-3.58883,-5.80608,1012.48,0.959626,16.399,15.697,14.191,13.875,13.806,,,,,,13.791,13.799,13.22,9.569,15.4779,,14.9523,15.5,25/09/2018,16/08/2018,25/09/2018,0,0,0,0,0,0
10775,14114,Kepler-1675 b,Kepler-1675,b,,,TIC 350987771,Gaia DR2 2103688489257523584,0,1,1,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,63.0380366,,,,,,,,,,,,,,,,,,2455002.122,BJD,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5853.19,1.13,1.06,0.254,[M/H],0.129,4.36,,1.0394,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h55m14.29s,283.8095478,+41d02m28.51s,41.0412517,16.7544,70.97329,63.35046,293.66464,3.9235881,2.35868,3.13547,651.117,1.50698,14.461,13.672,12.532,12.225,12.163,15.6179,14.2524,13.6602,16.3671,13.493,12.11,12.113,11.793,9.47,13.5535,,13.1083,13.605,25/09/2018,16/08/2018,25/09/2018,0,0,0,0,0,0
10783,14122,Kepler-1676 b,Kepler-1676,b,,,TIC 158422963,,0,1,1,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,29.92205802,0.1931,1.88,,,,,,,,,,,,0.0,33.45,613.0,89.95,2454979.009,BJD,0,0.0103,0.03562,2.758,84.31,0.01732,,,,,,,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6122.0,1.0,1.07,-0.1,[Fe/H],,4.47,,12.6637,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m56.85s,287.2368778,+43d34m01.80s,43.5671665,15.36974,74.40648,65.17637,300.75817,9.7856416,9.26874,-3.13835,,,14.165,13.485,12.343,12.046,11.985,,,,,,11.909,11.946,11.806,9.181,,,12.991,13.377,18/11/2014,04/12/2014,18/11/2014,0,0,0,0,0,0
10790,14129,Kepler-1677 b,Kepler-1677,b,,,TIC 274198958,Gaia DR2 2085575272147044608,0,1,1,0,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2021-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,22.0640623,0.1634,2.31,,,,,,,,,,,,0.0,65.57,726.0,89.95,2454981.917,BJD,0,0.195,0.04033,3.493,48.24,0.01847,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6215.0,1.15,1.2,0.14,[Fe/H],,4.4,,4.3617,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m58.39s,298.493273,+47d00m47.00s,47.0130566,9.78928,81.14917,65.43797,321.49084,3.9903376,-0.121087,3.9885,735.369,1.33114,14.355,13.806,12.605,12.373,12.288,,,,,,12.265,12.318,12.305,9.009,13.644,,13.2143,13.698,21/11/2014,18/12/2014,21/11/2014,0,0,0,0,0,0
